File,Line,Index,Context
wiki/Maniitsoq_structure.html,48,557,"title=""Institute of Planetary Science (page does not exist)"">Instit"
wiki/Maniitsoq_structure.html,48,611,"xist)"">Institute of Planetary Science</a> in Moscow.</p>"
wiki/Maniitsoq_structure.html,79,240,"land"". <i>Earth and Planetary Science Letters</i>. 337-338: 197. <a"
wiki/Maniitsoq_structure.html,79,968,ft.jtitle=Earth+and+Planetary+Science+Letters&amp;rft.pages=197&amp
wiki/Maniitsoq_structure.html,82,394,i>Meteoritics &amp; Planetary Science</i>. <b>48</b> (8): 1472–1498
wiki/Maniitsoq_structure.html,82,1272,tle=Meteoritics+%26+Planetary+Science&amp;rft.pages=1472-1498&amp;r
wiki/Tubular_Bells_II.html,172,373,"s could just be references to science-fiction or space in general, "
wiki/Sir_Run_Run_Shaw_Hospital.html,168,61,=Zhejiang_University_National_Science_Park&amp;action=edit&amp;redl
wiki/Sir_Run_Run_Shaw_Hospital.html,168,153,"""Zhejiang University National Science Park (page does not exist)"">N"
wiki/Sir_Run_Run_Shaw_Hospital.html,168,198,"age does not exist)"">National Science Park</a></li>"
wiki/Sir_Run_Run_Shaw_Hospital.html,203,42,"""/wiki/Center_of_Mathematical_Sciences,_Zhejiang_University"" title="
wiki/Sir_Run_Run_Shaw_Hospital.html,203,103,"title=""Center of Mathematical Sciences, Zhejiang University"">CMS</a"
wiki/Sir_Run_Run_Shaw_Hospital.html,205,55,"D._Watson_Institute_of_Genome_Sciences,_Zhejiang_University"" title="
wiki/Sir_Run_Run_Shaw_Hospital.html,205,129,"D. Watson Institute of Genome Sciences, Zhejiang University"">WIGS</"
wiki/Sir_Run_Run_Shaw_Hospital.html,212,44,"wiki/Interdisciplinary_Social_Science_Research_Center,_Zhejiang_Uni"
wiki/Sir_Run_Run_Shaw_Hospital.html,212,122,"tle=""Interdisciplinary Social Science Research Center, Zhejiang Uni"
wiki/Sir_Run_Run_Shaw_Hospital.html,213,39,"ef=""/wiki/Institute_of_Insect_Sciences,_Zhejiang_University"" title="
wiki/Sir_Run_Run_Shaw_Hospital.html,213,97,"y"" title=""Institute of Insect Sciences, Zhejiang University"">IIS</a"
wiki/Sir_Run_Run_Shaw_Hospital.html,217,55,"?title=Institute_of_Vegetable_Science,_Zhejiang_University&amp;acti"
wiki/Sir_Run_Run_Shaw_Hospital.html,217,157,"title=""Institute of Vegetable Science, Zhejiang University (page do"
wiki/Sir_Run_Run_Shaw_Hospital.html,343,27,"<li><a href=""/wiki/Anzhong_Science_and_Technology_Promotion_Fund"
wiki/Sir_Run_Run_Shaw_Hospital.html,343,81,"romotion_Fund"" title=""Anzhong Science and Technology Promotion Fund"
wiki/Lydia_VillaKomaroff.html,80,490,ive a doctorate degree in the sciences (1975) and is a co-founding 
wiki/Lydia_VillaKomaroff.html,80,615,"anics and Native Americans in Science (SACNAS).<sup id=""cite_ref-Ga"
wiki/Lydia_VillaKomaroff.html,122,147,"canos and Native Americans in Science (SACNAS)<sup id=""cite_ref-Col"
wiki/Lydia_VillaKomaroff.html,125,940,"es on <a href=""/wiki/Women_in_science"" title=""Women in science"">wom"
wiki/Lydia_VillaKomaroff.html,125,965,"n_in_science"" title=""Women in science"">women in science</a>, under "
wiki/Lydia_VillaKomaroff.html,125,983,"e=""Women in science"">women in science</a>, under the umbrella title"
wiki/Lydia_VillaKomaroff.html,135,50,ticipant in the 1994 Forum on Science in the National Interest - Wh
wiki/Lydia_VillaKomaroff.html,135,122,"ouse <a href=""/wiki/Office_of_Science_and_Technology_Policy"" title="
wiki/Lydia_VillaKomaroff.html,135,170,"logy_Policy"" title=""Office of Science and Technology Policy"">Office"
wiki/Lydia_VillaKomaroff.html,135,211," Technology Policy"">Office of Science and Technology Policy</a><sup"
wiki/Lydia_VillaKomaroff.html,137,26,"<li>2008 Catalyst Award - Science Club for Girls<sup id=""cite_r"
wiki/Lydia_VillaKomaroff.html,138,66,"ear, <a href=""/wiki/Museum_of_Science_and_Industry_(Tampa)"" class="""
wiki/Lydia_VillaKomaroff.html,138,133,"mw-redirect"" title=""Museum of Science and Industry (Tampa)"">Museum "
wiki/Lydia_VillaKomaroff.html,138,173,"d Industry (Tampa)"">Museum of Science and Industry (Tampa)</a><sup "
wiki/Lydia_VillaKomaroff.html,141,50,"Award, Women Entrepreneurs in Science &amp; Technology<sup id=""cite"
wiki/Lydia_VillaKomaroff.html,145,77,"ouse <a href=""/wiki/Office_of_Science_and_Technology_Policy"" title="
wiki/Lydia_VillaKomaroff.html,145,125,"logy_Policy"" title=""Office of Science and Technology Policy"">Office"
wiki/Lydia_VillaKomaroff.html,145,166," Technology Policy"">Office of Science and Technology Policy</a></li"
wiki/Lydia_VillaKomaroff.html,146,39,"Morison Prize, MIT Program in Science, Technology &amp; Society</li"
wiki/Lydia_VillaKomaroff.html,151,66,"r the <a href=""/wiki/National_Science_Foundation"" title=""National S"
wiki/Lydia_VillaKomaroff.html,151,102,"e_Foundation"" title=""National Science Foundation"">National Science "
wiki/Lydia_VillaKomaroff.html,151,131," Science Foundation"">National Science Foundation</a></li>"
wiki/Lydia_VillaKomaroff.html,154,67,"dated <a href=""/wiki/National_Science_Foundation"" title=""National S"
wiki/Lydia_VillaKomaroff.html,154,103,"e_Foundation"" title=""National Science Foundation"">National Science "
wiki/Lydia_VillaKomaroff.html,154,132," Science Foundation"">National Science Foundation</a> Committee on t"
wiki/Lydia_VillaKomaroff.html,154,193,e on the Equal Opportunity in Science and Engineering</li>
wiki/Lydia_VillaKomaroff.html,155,83,"iation_for_the_Advancement_of_Science"" title=""American Association "
wiki/Lydia_VillaKomaroff.html,155,143,"iation for the Advancement of Science"">American Association for the"
wiki/Lydia_VillaKomaroff.html,155,196,"iation for the Advancement of Science</a>, 2001-2005</li>"
wiki/Lydia_VillaKomaroff.html,158,121,canos and Native Americans in Science</li>
wiki/Lydia_VillaKomaroff.html,164,189,"tanding Committee on Women in Science, Engineering, and Medicine (C"
wiki/Lydia_VillaKomaroff.html,166,192,ittee on the Expansion of the Science and Engineering Workforce Pip
wiki/Lydia_VillaKomaroff.html,167,44,"the Board, Massachusetts Life Sciences Center<sup id=""cite_ref-twen"
wiki/Lydia_VillaKomaroff.html,171,58,"wiki/Association_for_Women_in_Science"" title=""Association for Women"
wiki/Lydia_VillaKomaroff.html,171,99,"tle=""Association for Women in Science"">Association for Women in Sci"
wiki/Lydia_VillaKomaroff.html,171,133,"nce"">Association for Women in Science</a><sup id=""cite_ref-twentyfi"
wiki/Lydia_VillaKomaroff.html,172,77,"iation_for_the_Advancement_of_Science"" title=""American Association "
wiki/Lydia_VillaKomaroff.html,172,137,"iation for the Advancement of Science"">American Association for the"
wiki/Lydia_VillaKomaroff.html,172,190,"iation for the Advancement of Science</a><sup id=""cite_ref-twentyfi"
wiki/Lydia_VillaKomaroff.html,187,341,"with Alzheimer's disease"". <i>Science</i>. <b>245</b>: 417–420. <a "
wiki/Lydia_VillaKomaroff.html,187,528," href=""//dx.doi.org/10.1126%2Fscience.2474201"">10.1126/science.2474"
wiki/Lydia_VillaKomaroff.html,187,553,"26%2Fscience.2474201"">10.1126/science.2474201</a>. <a href=""/wiki/P"
wiki/Lydia_VillaKomaroff.html,187,1221,rft_id=info%3Adoi%2F10.1126%2Fscience.2474201&amp;rft_id=info%3Apmi
wiki/Lydia_VillaKomaroff.html,187,1285,pmid%2F2474201&amp;rft.jtitle=Science&amp;rft.pages=417-420&amp;rft
wiki/Lydia_VillaKomaroff.html,190,329,"f=false""><i>American Women of Science Since 1990.</i></a> Santa Bar"
wiki/Lydia_VillaKomaroff.html,190,657,;rft.btitle=American+Women+of+Science+Since+1990.&amp;rft.date=2011
wiki/Lydia_VillaKomaroff.html,191,730,"ext"" href=""http://www.masslifesciences.com/about/board/"">""Board of "
wiki/Lydia_VillaKomaroff.html,191,806,".""</a>. <i>Massachusetts Life Sciences Center</i>. 2014<span class="
wiki/Lydia_VillaKomaroff.html,191,1139,t_id=http%3A%2F%2Fwww.masslifesciences.com%2Fabout%2Fboard%2F&amp;r
wiki/Lydia_VillaKomaroff.html,191,1205,rft.jtitle=Massachusetts+Life+Sciences+Center.&amp;rft_val_fmt=info
wiki/Exploratorium_(film).html,6,644,"lms"",""Documentary films about science"",""Documentary films about San"
wiki/Exploratorium_(film).html,6,723,"""Museums in popular culture"",""Science documentary film stubs"",""Shor"
wiki/Exploratorium_(film).html,76,265,"loratorium"">Exploratorium</a> science museum in <a href=""/wiki/San_"
wiki/Exploratorium_(film).html,94,26,"<td><a href=""/wiki/File:P_Science.png"" class=""image""><img alt="""
wiki/Exploratorium_(film).html,94,133,"ikipedia/commons/thumb/8/88/P_Science.png/40px-P_Science.png"" width"
wiki/Exploratorium_(film).html,94,152,"umb/8/88/P_Science.png/40px-P_Science.png"" width=""40"" height=""36"" s"
wiki/Exploratorium_(film).html,94,250,"ikipedia/commons/thumb/8/88/P_Science.png/60px-P_Science.png 1.5x, "
wiki/Exploratorium_(film).html,94,269,"umb/8/88/P_Science.png/60px-P_Science.png 1.5x, //upload.wikimedia."
wiki/Exploratorium_(film).html,94,341,"ikipedia/commons/thumb/8/88/P_Science.png/80px-P_Science.png 2x"" da"
wiki/Exploratorium_(film).html,94,360,"umb/8/88/P_Science.png/80px-P_Science.png 2x"" data-file-width=""625"""
wiki/Exploratorium_(film).html,157,1044,"y:Documentary_films_about_science"" title=""Category:Documentary film"
wiki/Exploratorium_(film).html,157,1093,"y:Documentary films about science"">Documentary films about science<"
wiki/Exploratorium_(film).html,157,1126,""">Documentary films about science</a></li><li><a href=""/wiki/Catego"
wiki/Exploratorium_(film).html,157,1473,"i><a href=""/wiki/Category:Science_documentary_film_stubs"" title=""Ca"
wiki/Exploratorium_(film).html,157,1521,"lm_stubs"" title=""Category:Science documentary film stubs"">Science d"
wiki/Exploratorium_(film).html,157,1553,"e documentary film stubs"">Science documentary film stubs</a></li><l"
wiki/Amborella.html,251,241,"ies. In 2010, the US National Science Foundation began a genome seq"
wiki/Amborella.html,341,331,"ternal text"" href=""http://www.sciencedirect.com/science/book/978012"
wiki/Amborella.html,341,349,"""http://www.sciencedirect.com/science/book/9780123743800""><i>Plant "
wiki/Amborella.html,341,681,k&amp;rft_id=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Fbook%2F
wiki/Amborella.html,341,701,%2F%2Fwww.sciencedirect.com%2Fscience%2Fbook%2F9780123743800&amp;rf
wiki/Amborella.html,342,309,"muse.jhu.edu/journals/pacific_science/v055/55.3carlquist.pdf"">""Vege"
wiki/Amborella.html,342,548,"5%;"">(PDF)</span>. <i>Pacific Science</i>. <b>55</b> (3): 305–312. "
wiki/Amborella.html,342,1296,.jhu.edu%2Fjournals%2Fpacific_science%2Fv055%2F55.3carlquist.pdf&am
wiki/Amborella.html,342,1418,ssue=3&amp;rft.jtitle=Pacific+Science&amp;rft.pages=305-312&amp;rft
wiki/Amborella.html,345,574,nternational Journal of Plant Sciences</i>. <b>165</b> (6): 925–947
wiki/Amborella.html,345,1214,nternational+Journal+of+Plant+Sciences&amp;rft.pages=925-947&amp;rf
wiki/Amborella.html,347,353,nternational Journal of Plant Sciences</i>. Current Perspectives on
wiki/Amborella.html,347,1071,nternational+Journal+of+Plant+Sciences&amp;rft.pages=S237-S248&amp;
wiki/Amborella.html,362,464,"iosperm <i>Amborella</i>"". <i>Science</i>. <b>342</b> (6165): 1468–"
wiki/Amborella.html,362,660," href=""//dx.doi.org/10.1126%2Fscience.1246275"">10.1126/science.1246"
wiki/Amborella.html,362,685,"26%2Fscience.1246275"">10.1126/science.1246275</a>. <a href=""/wiki/P"
wiki/Amborella.html,362,1524,rft_id=info%3Adoi%2F10.1126%2Fscience.1246275&amp;rft_id=info%3Apmi
wiki/Amborella.html,362,1608,rft.issue=6165&amp;rft.jtitle=Science&amp;rft.pages=1468-1473&amp;r
wiki/Amborella.html,369,206,nternational Journal of Plant Science</i>. 161(supplement): S237–S2
wiki/Amborella.html,369,827,nternational+Journal+of+Plant+Science&amp;rft.pages=S237-S248&amp;r
wiki/Amborella.html,383,179,volutionary mystery (National Science Foundation)</a></li>
wiki/Kenny_Cordray.html,86,235,selves KENNY CORDRAY AND BLUE SCIENCE and recorded a CD entitled BL
wiki/Kenny_Cordray.html,86,275,d recorded a CD entitled BLUE SCIENCE.</p>
wiki/Rally_for_Democracy_and_Progress_(Benin).html,155,40,"f=""/wiki/Outline_of_political_science#Politics_by_region"" title=""Ou"
wiki/Rally_for_Democracy_and_Progress_(Benin).html,155,96,""" title=""Outline of political science"">Other countries</a></li>"
wiki/Arun_K._Pati.html,6,675,"lows of the Indian Academy of Sciences"",""1966 births""],""wgBreakFram"
wiki/Arun_K._Pati.html,105,340,"llow of the Indian Academy of Science, Bangalore. He also has been "
wiki/Arun_K._Pati.html,105,426,"ow of The National Academy of Sciences, India in 2013.<sup id=""cite"
wiki/Arun_K._Pati.html,105,663,"Nature</a> and <a href=""/wiki/Science_(magazine)"" title=""Science (m"
wiki/Arun_K._Pati.html,105,690,"ki/Science_(magazine)"" title=""Science (magazine)"">Science</a>.<sup "
wiki/Arun_K._Pati.html,105,710,")"" title=""Science (magazine)"">Science</a>.<sup id=""cite_ref-8"" clas"
wiki/Arun_K._Pati.html,122,181,"ernal free"" href=""https://www.sciencedaily.com/releases/2007/02/070"
wiki/Arun_K._Pati.html,122,245,"070227105134.htm"">https://www.sciencedaily.com/releases/2007/02/070"
wiki/Arun_K._Pati.html,125,367,"/wiki/The_National_Academy_of_Sciences,_India"" class=""mw-redirect"" "
wiki/Arun_K._Pati.html,125,435,"itle=""The National Academy of Sciences, India"">The National Academy"
wiki/Arun_K._Pati.html,125,476,"ndia"">The National Academy of Sciences, India</a>.</cite><span titl"
wiki/Arun_K._Pati.html,125,766,t.pub=The+National+Academy+of+Sciences%2C+India&amp;rft_val_fmt=inf
wiki/Arun_K._Pati.html,188,885,"_of_the_Indian_Academy_of_Sciences"" title=""Category:Fellows of the "
wiki/Arun_K._Pati.html,188,944," of the Indian Academy of Sciences"">Fellows of the Indian Academy o"
wiki/Arun_K._Pati.html,188,987," of the Indian Academy of Sciences</a></li><li><a href=""/wiki/Categ"
wiki/Slade_School_of_Fine_Art.html,124,839,", and <a href=""/wiki/Computer_science"" title=""Computer science"">com"
wiki/Slade_School_of_Fine_Art.html,124,864,"uter_science"" title=""Computer science"">computer science</a>.</p>"
wiki/Slade_School_of_Fine_Art.html,124,882,"e=""Computer science"">computer science</a>.</p>"
wiki/Slade_School_of_Fine_Art.html,411,21,<li>Faculty of Brain Sciences
wiki/Slade_School_of_Fine_Art.html,413,66,"on_of_Psychology_and_Language_Sciences"" title=""UCL Division of Psyc"
wiki/Slade_School_of_Fine_Art.html,413,123,"on of Psychology and Language Sciences"">Division of Psychology and "
wiki/Slade_School_of_Fine_Art.html,413,169,on of Psychology and Language Sciences</a></small></li>
wiki/Slade_School_of_Fine_Art.html,417,46,"ki/UCL_Faculty_of_Engineering_Sciences"" title=""UCL Faculty of Engin"
wiki/Slade_School_of_Fine_Art.html,417,90,"e=""UCL Faculty of Engineering Sciences"">Faculty of Engineering Scie"
wiki/Slade_School_of_Fine_Art.html,417,123,"ences"">Faculty of Engineering Sciences</a>"
wiki/Slade_School_of_Fine_Art.html,424,39,"ef=""/wiki/UCL_Faculty_of_Life_Sciences"" title=""UCL Faculty of Life "
wiki/Slade_School_of_Fine_Art.html,424,76,"s"" title=""UCL Faculty of Life Sciences"">Faculty of Life Sciences</a"
wiki/Slade_School_of_Fine_Art.html,424,102,"ife Sciences"">Faculty of Life Sciences</a>"
wiki/Slade_School_of_Fine_Art.html,429,60,"_of_Mathematical_and_Physical_Sciences"" title=""UCL Faculty of Mathe"
wiki/Slade_School_of_Fine_Art.html,429,118," of Mathematical and Physical Sciences"">Faculty of Mathematical and"
wiki/Slade_School_of_Fine_Art.html,429,165, of Mathematical and Physical Sciences</a></li>
wiki/Slade_School_of_Fine_Art.html,430,23,<li>Faculty of Medical Sciences
wiki/Slade_School_of_Fine_Art.html,435,33,>Faculty of Population Health Sciences</li>
wiki/Slade_School_of_Fine_Art.html,436,56,"ulty_of_Social_and_Historical_Sciences"" title=""UCL Faculty of Socia"
wiki/Slade_School_of_Fine_Art.html,436,110,"ulty of Social and Historical Sciences"">Faculty of Social and Histo"
wiki/Slade_School_of_Fine_Art.html,436,153,ulty of Social and Historical Sciences</a>
wiki/Slade_School_of_Fine_Art.html,442,28,"<li><a href=""/wiki/UCL_Neuroscience"" title=""UCL Neuroscience"">Neu"
wiki/Slade_School_of_Fine_Art.html,442,53,"Neuroscience"" title=""UCL Neuroscience"">Neuroscience</a></li>"
wiki/Slade_School_of_Fine_Art.html,442,67,"title=""UCL Neuroscience"">Neuroscience</a></li>"
wiki/Slade_School_of_Fine_Art.html,462,33,"><a href=""/wiki/Department_of_Science_and_Technology_Studies"" class"
wiki/Slade_School_of_Fine_Art.html,462,106,"edirect"" title=""Department of Science and Technology Studies"">Depar"
wiki/Slade_School_of_Fine_Art.html,462,152,"nology Studies"">Department of Science and Technology Studies</a></l"
wiki/Slade_School_of_Fine_Art.html,463,33,"><a href=""/wiki/Mullard_Space_Science_Laboratory"" title=""Mullard Sp"
wiki/Slade_School_of_Fine_Art.html,463,74,"oratory"" title=""Mullard Space Science Laboratory"">Department of Spa"
wiki/Slade_School_of_Fine_Art.html,491,110,stitute of Security and Crime Science</a></li>
wiki/Section_20_of_the_Canadian_Charter_of_Rights_and_Freedoms.html,190,388,"Canadian Journal of Political Science</i>, vol. 22, no. 2. (June 19"
wiki/Nickel(II)_hydroxide.html,300,285,"ry for electric vehicles"". <i>Science</i>. <b>260</b> (5105): 176–1"
wiki/Nickel(II)_hydroxide.html,300,479," href=""//dx.doi.org/10.1126%2Fscience.260.5105.176"">10.1126/science"
wiki/Nickel(II)_hydroxide.html,300,509,"science.260.5105.176"">10.1126/science.260.5105.176</a>. <a href=""/w"
wiki/Nickel(II)_hydroxide.html,300,1057,rft_id=info%3Adoi%2F10.1126%2Fscience.260.5105.176&amp;rft_id=info%
wiki/Nickel(II)_hydroxide.html,300,1146,rft.issue=5105&amp;rft.jtitle=Science&amp;rft.pages=176-181&amp;rft
wiki/Uruguayan_constitutional_referendum_2014.html,212,40,"f=""/wiki/Outline_of_political_science#Politics_by_region"" title=""Ou"
wiki/Uruguayan_constitutional_referendum_2014.html,212,96,""" title=""Outline of political science"">Other countries</a></li>"
wiki/Macroglossum_pseudoluteata.html,102,340,""">""CATE Creating a Taxonomic eScience - Sphingidae""</a>. Cate-sphin"
wiki/Macroglossum_pseudoluteata.html,102,796,le=CATE+Creating+a+Taxonomic+eScience+-+Sphingidae&amp;rft.genre=un
wiki/Antibiotic_use_in_livestock.html,103,744,en advances in technology and science allowed for mass production o
wiki/Antibiotic_use_in_livestock.html,302,531, study released by Centre for Science and Environment (CSE) on 30 J
wiki/Antibiotic_use_in_livestock.html,348,273,""". Canadian Journal of Animal Science 85 (2): 117-130. <a rel=""nofo"
wiki/Antibiotic_use_in_livestock.html,350,347,ngtonpost.com/national/health-science/fda-finalizes-voluntary-rules
wiki/Antibiotic_use_in_livestock.html,350,962,npost.com%2Fnational%2Fhealth-science%2Ffda-finalizes-voluntary-rul
wiki/Antibiotic_use_in_livestock.html,367,299,"eight provinces of China"". <i>Science of the Total Environment</i>."
wiki/Antibiotic_use_in_livestock.html,367,1244,mp;rft.issue=5&amp;rft.jtitle=Science+of+the+Total+Environment&amp;
wiki/Antibiotic_use_in_livestock.html,376,262,"=""https://www.theguardian.com/science/2012/sep/19/scientists-antibi"
wiki/Antibiotic_use_in_livestock.html,376,865,3A%2F%2Fwww.theguardian.com%2Fscience%2F2012%2Fsep%2F19%2Fscientist
wiki/Antibiotic_use_in_livestock.html,401,211,odborne Pathogens. Center for Science in the Public Health Interest
wiki/Antibiotic_use_in_livestock.html,425,289,dia.indiatimes.com/2011-11-25/science/30440181_1_antibiotic-resista
wiki/Antibiotic_use_in_livestock.html,425,891,indiatimes.com%2F2011-11-25%2Fscience%2F30440181_1_antibiotic-resis
wiki/Antibiotic_use_in_livestock.html,427,246,"a.org/node/5487/"">""Centre For Science and Environment (CSE)""</a>. <"
wiki/Antibiotic_use_in_livestock.html,427,296,"ent (CSE)""</a>. <i>Centre for Science and Environment (CSE)</i>. 30"
wiki/Antibiotic_use_in_livestock.html,427,575,ock&amp;rft.atitle=Centre+For+Science+and+Environment+%28CSE%29&amp
wiki/Antibiotic_use_in_livestock.html,427,739,%2F&amp;rft.jtitle=Centre+for+Science+and+Environment+%28CSE%29&amp
wiki/Antibiotic_use_in_livestock.html,433,289,net.au/radionational/programs/scienceshow/antibiotics-and-intensive
wiki/Antibiotic_use_in_livestock.html,433,434," farming in New Zealand – The Science Show""</a>. <i>abc.net.au</i><"
wiki/Antibiotic_use_in_livestock.html,433,758,arming+in+New+Zealand+%93+The+Science+Show&amp;rft.au=Cook%2C+Greg&
wiki/Antibiotic_use_in_livestock.html,433,955,%2Fradionational%2Fprograms%2Fscienceshow%2Fantibiotics-and-intensi
wiki/Antibiotic_use_in_livestock.html,434,458,"ls of the New York Academy of Sciences 1323: 91-100. <a class=""exte"
wiki/Antibiotic_use_in_livestock.html,435,334,"s to antibiotics</a>. Poultry Science 90 (11): 2663-9. <a class=""ex"
wiki/Antibiotic_use_in_livestock.html,436,444,oultry Production</a> Poultry Science 14: 750-756.</span></li>
wiki/Antibiotic_use_in_livestock.html,438,239,"s and bacteriophages. Poultry Science 82(4), 640-647.</span></li>"
wiki/Syngenor.html,6,469,"s"",""1990 horror films"",""1990s science fiction horror films"",""Americ"
wiki/Syngenor.html,6,509,"ction horror films"",""American science fiction horror films"",""Scienc"
wiki/Syngenor.html,6,540,"cience fiction horror films"",""Science fiction horror film stubs""],"""
wiki/Syngenor.html,119,176,"lm"">horror</a>/<a href=""/wiki/Science_fiction_film"" title=""Science "
wiki/Syngenor.html,119,205,"/Science_fiction_film"" title=""Science fiction film"">science fiction"
wiki/Syngenor.html,119,227," title=""Science fiction film"">science fiction</a> movie that was a "
wiki/Syngenor.html,160,28,<td><i>This article about a science-fiction horror film is a <a h
wiki/Syngenor.html,208,540,"ref=""/wiki/Category:1990s_science_fiction_horror_films"" title=""Cate"
wiki/Syngenor.html,208,592,"ms"" title=""Category:1990s science fiction horror films"">1990s scien"
wiki/Syngenor.html,208,628,"ction horror films"">1990s science fiction horror films</a></li><li>"
wiki/Syngenor.html,208,702,"=""/wiki/Category:American_science_fiction_horror_films"" title=""Cate"
wiki/Syngenor.html,208,757," title=""Category:American science fiction horror films"">American sc"
wiki/Syngenor.html,208,796,"on horror films"">American science fiction horror films</a></li><li>"
wiki/Syngenor.html,208,861,"i><a href=""/wiki/Category:Science_fiction_horror_film_stubs"" title="
wiki/Syngenor.html,208,912,"lm_stubs"" title=""Category:Science fiction horror film stubs"">Scienc"
wiki/Syngenor.html,208,947,"iction horror film stubs"">Science fiction horror film stubs</a></li"
wiki/Chestnut_pie.html,107,466, heads of families and men of science</i></a>. 1858. p.&#160;283<sp
wiki/Chestnut_pie.html,107,883,+heads+of+families+and+men+of+science&amp;rft.date=1858&amp;rft.gen
wiki/Vitaly_Bianki.html,89,327,"ref=""/wiki/Russian_Academy_of_Sciences"" title=""Russian Academy of S"
wiki/Vitaly_Bianki.html,89,363,"es"" title=""Russian Academy of Sciences"">Russian Academy of Sciences"
wiki/Vitaly_Bianki.html,89,392," Sciences"">Russian Academy of Sciences</a>. His three sons were at "
wiki/Vitaly_Bianki.html,89,584,He graduated from the Natural Science Department of the Physical an
wiki/Wilhelm_Wagenfeld_House.html,228,29,"<li><a href=""/wiki/Universum_Science_Center"" title=""Universum Scie"
wiki/Wilhelm_Wagenfeld_House.html,228,62,"ence_Center"" title=""Universum Science Center"">Universum Science Cen"
wiki/Wilhelm_Wagenfeld_House.html,228,88,"sum Science Center"">Universum Science Center</a></li>"
wiki/Wilhelm_Wagenfeld_House.html,239,37,"pe=""row"" class=""navbox-group"">Science and<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,4,27,<title>City of Mandaluyong Science High School - Wikipedia</titl
wiki/City_of_Mandaluyong_Science_High_School.html,6,184,"ageName"":""City_of_Mandaluyong_Science_High_School"",""wgTitle"":""City "
wiki/City_of_Mandaluyong_Science_High_School.html,6,236,"wgTitle"":""City of Mandaluyong Science High School"",""wgCurRevisionId"
wiki/City_of_Mandaluyong_Science_High_School.html,6,774,"with unsupported parameters"",""Science high schools in the Philippin"
wiki/City_of_Mandaluyong_Science_High_School.html,6,816," schools in the Philippines"",""Science high schools in Metro Manila"""
wiki/City_of_Mandaluyong_Science_High_School.html,6,1328,"ageName"":""City_of_Mandaluyong_Science_High_School"",""wgRelevantArtic"
wiki/City_of_Mandaluyong_Science_High_School.html,16,102,"a/en/b/b0/City_of_Mandaluyong_Science_High_School_Logo.png""/>"
wiki/City_of_Mandaluyong_Science_High_School.html,17,105,".org/wiki/City_of_Mandaluyong_Science_High_School""/>"
wiki/City_of_Mandaluyong_Science_High_School.html,18,116,"php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit""/"
wiki/City_of_Mandaluyong_Science_High_School.html,19,85,"php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit""/"
wiki/City_of_Mandaluyong_Science_High_School.html,25,78,".org/wiki/City_of_Mandaluyong_Science_High_School""/>"
wiki/City_of_Mandaluyong_Science_High_School.html,29,98,ject page-City_of_Mandaluyong_Science_High_School rootpage-City_of_
wiki/City_of_Mandaluyong_Science_High_School.html,29,147, rootpage-City_of_Mandaluyong_Science_High_School skin-vector actio
wiki/City_of_Mandaluyong_Science_High_School.html,37,76,"g=""en"">City of Mandaluyong Science High School</h1>"
wiki/City_of_Mandaluyong_Science_High_School.html,50,237,"php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit"">"
wiki/City_of_Mandaluyong_Science_High_School.html,50,367,"wiki/Talk:City_of_Mandaluyong_Science_High_School"" title=""Talk:City"
wiki/City_of_Mandaluyong_Science_High_School.html,50,420,"tle=""Talk:City of Mandaluyong Science High School"">talk page</a></b"
wiki/City_of_Mandaluyong_Science_High_School.html,57,324,"php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit"">"
wiki/City_of_Mandaluyong_Science_High_School.html,75,136,"lavender"">City of Mandaluyong Science High School</th>"
wiki/City_of_Mandaluyong_Science_High_School.html,78,82,"wiki/File:City_of_Mandaluyong_Science_High_School_Logo.png"" class="""
wiki/City_of_Mandaluyong_Science_High_School.html,78,153,"e"" title=""City of Mandaluyong Science High School Logo""><img alt=""C"
wiki/City_of_Mandaluyong_Science_High_School.html,78,209,"<img alt=""City of Mandaluyong Science High School Logo"" src=""//uplo"
wiki/City_of_Mandaluyong_Science_High_School.html,78,307,humb/b/b0/City_of_Mandaluyong_Science_High_School_Logo.png/180px-Ci
wiki/City_of_Mandaluyong_Science_High_School.html,78,362,"png/180px-City_of_Mandaluyong_Science_High_School_Logo.png"" width="""
wiki/City_of_Mandaluyong_Science_High_School.html,78,492,humb/b/b0/City_of_Mandaluyong_Science_High_School_Logo.png/270px-Ci
wiki/City_of_Mandaluyong_Science_High_School.html,78,547,"png/270px-City_of_Mandaluyong_Science_High_School_Logo.png 1.5x, //"
wiki/City_of_Mandaluyong_Science_High_School.html,78,643,"a/en/b/b0/City_of_Mandaluyong_Science_High_School_Logo.png 2x"" data"
wiki/City_of_Mandaluyong_Science_High_School.html,88,135,"e"" title=""City of Mandaluyong Science High School is located in Met"
wiki/City_of_Mandaluyong_Science_High_School.html,88,213,"<img alt=""City of Mandaluyong Science High School is located in Met"
wiki/City_of_Mandaluyong_Science_High_School.html,90,94,"<img alt=""City of Mandaluyong Science High School"" src=""//upload.wi"
